Traffic_ID,Date,Time,Time_24Hr,Hour,Day_Of_Week,Is_Weekend,Is_Peak_Hour,Day_Part,Car_Count,Bike_Count,Bus_Count,Truck_Count,Total_Vehicles,PCU_Score,Congestion_Index,Heavy_Vehicle_Ratio,Bus_To_Car_Ratio,Traffic_Situation,Day_Type,Rush_Hour_Category,Commercial_Vehicle_Share,Car_Volume_Percentage
1565,17,7:00:00 AM,07:00:00,7,Tuesday,0,1,Morning,113,11,32,1,157,217.5,1.29,0.2102,0.2807,high,Weekday,Morning Rush (7-10 AM),0.2102,71.97
1566,17,7:15:00 AM,07:15:00,7,Tuesday,0,1,Morning,117,30,26,5,178,225.0,1.34,0.1742,0.2203,heavy,Weekday,Morning Rush (7-10 AM),0.1742,65.73
1567,17,7:30:00 AM,07:30:00,7,Tuesday,0,1,Morning,130,10,37,1,178,249.0,1.48,0.2135,0.2824,heavy,Weekday,Morning Rush (7-10 AM),0.2135,73.03
1568,17,7:45:00 AM,07:45:00,7,Tuesday,0,1,Morning,150,32,31,1,214,262.0,1.56,0.1495,0.2053,heavy,Weekday,Morning Rush (7-10 AM),0.1495,70.09
1569,17,8:00:00 AM,08:00:00,8,Tuesday,0,1,Morning,146,10,30,3,189,250.0,1.49,0.1746,0.2041,heavy,Weekday,Morning Rush (7-10 AM),0.1746,77.25
1570,17,8:15:00 AM,08:15:00,8,Tuesday,0,1,Morning,123,24,46,2,195,279.0,1.66,0.2462,0.371,heavy,Weekday,Morning Rush (7-10 AM),0.2462,63.08
1571,17,8:30:00 AM,08:30:00,8,Tuesday,0,1,Morning,110,24,26,4,164,212.0,1.26,0.1829,0.2342,high,Weekday,Morning Rush (7-10 AM),0.1829,67.07
1572,17,8:45:00 AM,08:45:00,8,Tuesday,0,1,Morning,111,33,31,2,177,226.5,1.35,0.1864,0.2768,heavy,Weekday,Morning Rush (7-10 AM),0.1864,62.71
1573,17,9:00:00 AM,09:00:00,9,Tuesday,0,0,Morning,132,18,32,2,184,243.0,1.45,0.1848,0.2406,heavy,Weekday,Morning Rush (7-10 AM),0.1848,71.74
1574,17,9:15:00 AM,09:15:00,9,Tuesday,0,0,Morning,66,16,22,13,117,179.0,1.07,0.2991,0.3284,normal,Weekday,Morning Rush (7-10 AM),0.2991,56.41
1575,17,9:30:00 AM,09:30:00,9,Tuesday,0,0,Morning,45,24,5,23,97,141.0,0.84,0.2887,0.1087,normal,Weekday,Morning Rush (7-10 AM),0.2887,46.39
1576,17,9:45:00 AM,09:45:00,9,Tuesday,0,0,Morning,92,19,15,7,133,167.5,1.0,0.1654,0.1613,normal,Weekday,Morning Rush (7-10 AM),0.1654,69.17
1577,17,10:00:00 AM,10:00:00,10,Tuesday,0,0,Morning,78,22,16,25,141,212.0,1.26,0.2908,0.2025,high,Weekday,Morning Rush (7-10 AM),0.2908,55.32
1578,17,10:15:00 AM,10:15:00,10,Tuesday,0,0,Morning,90,2,15,18,125,190.0,1.13,0.264,0.1648,normal,Weekday,Morning Rush (7-10 AM),0.264,72.0
1579,17,10:30:00 AM,10:30:00,10,Tuesday,0,0,Morning,23,2,37,9,71,162.0,0.96,0.6479,1.5417,normal,Weekday,Morning Rush (7-10 AM),0.6479,32.39
1580,17,10:45:00 AM,10:45:00,10,Tuesday,0,0,Morning,17,5,6,20,48,97.5,0.58,0.5417,0.3333,normal,Weekday,Morning Rush (7-10 AM),0.5417,35.42
1581,17,11:00:00 AM,11:00:00,11,Tuesday,0,0,Morning,41,5,4,24,74,127.5,0.76,0.3784,0.0952,normal,Weekday,Off-Peak Hours,0.3784,55.41
1582,17,11:15:00 AM,11:15:00,11,Tuesday,0,0,Morning,32,5,15,26,78,157.5,0.94,0.5256,0.4545,normal,Weekday,Off-Peak Hours,0.5256,41.03
1583,17,11:30:00 AM,11:30:00,11,Tuesday,0,0,Morning,65,7,7,22,101,155.5,0.93,0.2871,0.1061,normal,Weekday,Off-Peak Hours,0.2871,64.36
1584,17,11:45:00 AM,11:45:00,11,Tuesday,0,0,Morning,22,6,3,25,56,109.0,0.65,0.5,0.1304,normal,Weekday,Off-Peak Hours,0.5,39.29
1585,17,12:00:00 PM,12:00:00,12,Tuesday,0,0,Afternoon,54,7,4,28,93,153.5,0.91,0.3441,0.0727,normal,Weekday,Off-Peak Hours,0.3441,58.06
1586,17,12:15:00 PM,12:15:00,12,Tuesday,0,0,Afternoon,38,5,8,28,79,148.5,0.88,0.4557,0.2051,normal,Weekday,Off-Peak Hours,0.4557,48.1
1587,17,12:30:00 PM,12:30:00,12,Tuesday,0,0,Afternoon,59,7,15,23,104,176.5,1.05,0.3654,0.25,normal,Weekday,Off-Peak Hours,0.3654,56.73
1588,17,12:45:00 PM,12:45:00,12,Tuesday,0,0,Afternoon,34,8,10,23,75,137.0,0.82,0.44,0.2857,normal,Weekday,Off-Peak Hours,0.44,45.33
1589,17,1:00:00 PM,13:00:00,13,Tuesday,0,0,Afternoon,28,6,3,27,64,121.0,0.72,0.4688,0.1034,normal,Weekday,Off-Peak Hours,0.4687,43.75
1590,17,1:15:00 PM,13:15:00,13,Tuesday,0,0,Afternoon,7,16,11,14,48,90.0,0.54,0.5208,1.375,normal,Weekday,Off-Peak Hours,0.5208,14.58
1591,17,1:30:00 PM,13:30:00,13,Tuesday,0,0,Afternoon,8,12,22,8,50,104.0,0.62,0.6,2.4444,normal,Weekday,Off-Peak Hours,0.6,16.0
1592,17,1:45:00 PM,13:45:00,13,Tuesday,0,0,Afternoon,42,25,38,18,123,222.5,1.32,0.4553,0.8837,high,Weekday,Off-Peak Hours,0.4553,34.15
1593,17,2:00:00 PM,14:00:00,14,Tuesday,0,0,Afternoon,82,13,28,5,128,187.5,1.12,0.2578,0.3373,high,Weekday,Off-Peak Hours,0.2578,64.06
1594,17,2:15:00 PM,14:15:00,14,Tuesday,0,0,Afternoon,14,24,26,9,73,131.0,0.78,0.4795,1.7333,normal,Weekday,Off-Peak Hours,0.4795,19.18
1595,17,2:30:00 PM,14:30:00,14,Tuesday,0,0,Afternoon,39,25,33,9,106,177.5,1.06,0.3962,0.825,normal,Weekday,Off-Peak Hours,0.3962,36.79
1596,17,2:45:00 PM,14:45:00,14,Tuesday,0,0,Afternoon,47,14,29,6,96,159.0,0.95,0.3646,0.6042,normal,Weekday,Off-Peak Hours,0.3646,48.96
1597,17,3:00:00 PM,15:00:00,15,Tuesday,0,0,Afternoon,120,20,21,18,179,247.0,1.47,0.2179,0.1736,heavy,Weekday,Off-Peak Hours,0.2179,67.04
1598,17,3:15:00 PM,15:15:00,15,Tuesday,0,0,Afternoon,114,11,39,10,174,266.5,1.59,0.2816,0.3391,heavy,Weekday,Off-Peak Hours,0.2816,65.52
1599,17,3:30:00 PM,15:30:00,15,Tuesday,0,0,Afternoon,99,24,30,10,163,231.0,1.38,0.2454,0.3,high,Weekday,Off-Peak Hours,0.2454,60.74
1600,17,3:45:00 PM,15:45:00,15,Tuesday,0,0,Afternoon,78,18,30,8,134,201.0,1.2,0.2836,0.3797,high,Weekday,Off-Peak Hours,0.2836,58.21
1601,17,4:00:00 PM,16:00:00,16,Tuesday,0,1,Afternoon,144,40,29,10,223,281.0,1.67,0.1749,0.2,normal,Weekday,Evening Rush (4-7 PM),0.1749,64.57
1602,17,4:15:00 PM,16:15:00,16,Tuesday,0,1,Afternoon,107,28,38,9,182,262.0,1.56,0.2582,0.3519,heavy,Weekday,Evening Rush (4-7 PM),0.2582,58.79
1603,17,4:30:00 PM,16:30:00,16,Tuesday,0,1,Afternoon,123,28,24,10,185,239.0,1.42,0.1838,0.1935,heavy,Weekday,Evening Rush (4-7 PM),0.1838,66.49
1604,17,4:45:00 PM,16:45:00,16,Tuesday,0,1,Afternoon,126,15,28,6,175,235.5,1.4,0.1943,0.2205,heavy,Weekday,Evening Rush (4-7 PM),0.1943,72.0
1605,17,5:00:00 PM,17:00:00,17,Tuesday,0,1,Evening,147,28,23,5,203,245.0,1.46,0.1379,0.1554,heavy,Weekday,Evening Rush (4-7 PM),0.1379,72.41
1606,17,5:15:00 PM,17:15:00,17,Tuesday,0,1,Evening,100,21,33,7,161,230.5,1.37,0.2484,0.3267,high,Weekday,Evening Rush (4-7 PM),0.2484,62.11
1607,17,5:30:00 PM,17:30:00,17,Tuesday,0,1,Evening,113,12,22,6,153,203.0,1.21,0.183,0.193,normal,Weekday,Evening Rush (4-7 PM),0.183,73.86
1608,17,5:45:00 PM,17:45:00,17,Tuesday,0,1,Evening,130,34,30,6,200,255.0,1.52,0.18,0.229,heavy,Weekday,Evening Rush (4-7 PM),0.18,65.0
1609,17,6:00:00 PM,18:00:00,18,Tuesday,0,1,Evening,118,40,29,10,197,255.0,1.52,0.198,0.2437,heavy,Weekday,Evening Rush (4-7 PM),0.198,59.9
1610,17,6:15:00 PM,18:15:00,18,Tuesday,0,1,Evening,113,38,44,9,204,291.0,1.73,0.2598,0.386,heavy,Weekday,Evening Rush (4-7 PM),0.2598,55.39
1611,17,6:30:00 PM,18:30:00,18,Tuesday,0,1,Evening,117,29,29,9,184,245.5,1.46,0.2065,0.2458,heavy,Weekday,Evening Rush (4-7 PM),0.2065,63.59
1612,17,6:45:00 PM,18:45:00,18,Tuesday,0,1,Evening,106,12,20,32,170,268.0,1.6,0.3059,0.1869,heavy,Weekday,Evening Rush (4-7 PM),0.3059,62.35
1613,17,7:00:00 PM,19:00:00,19,Tuesday,0,0,Evening,96,11,15,14,136,188.5,1.12,0.2132,0.1546,normal,Weekday,Evening Rush (4-7 PM),0.2132,70.59
1614,17,7:15:00 PM,19:15:00,19,Tuesday,0,0,Evening,58,11,14,24,107,177.5,1.06,0.3551,0.2373,normal,Weekday,Evening Rush (4-7 PM),0.3551,54.21
1615,17,7:30:00 PM,19:30:00,19,Tuesday,0,0,Evening,76,22,10,9,117,144.0,0.86,0.1624,0.1299,normal,Weekday,Evening Rush (4-7 PM),0.1624,64.96
1616,17,7:45:00 PM,19:45:00,19,Tuesday,0,0,Evening,66,6,12,33,117,204.0,1.21,0.3846,0.1791,high,Weekday,Evening Rush (4-7 PM),0.3846,56.41
1617,17,8:00:00 PM,20:00:00,20,Tuesday,0,0,Evening,61,23,13,18,115,165.5,0.99,0.2696,0.2097,normal,Weekday,Night Freight (8-11 PM),0.2696,53.04
1618,17,8:15:00 PM,20:15:00,20,Tuesday,0,0,Evening,93,6,15,17,131,192.0,1.14,0.2443,0.1596,normal,Weekday,Night Freight (8-11 PM),0.2443,70.99
1619,17,8:30:00 PM,20:30:00,20,Tuesday,0,0,Evening,51,11,16,26,104,182.5,1.09,0.4038,0.3077,normal,Weekday,Night Freight (8-11 PM),0.4038,49.04
1620,17,8:45:00 PM,20:45:00,20,Tuesday,0,0,Evening,86,6,12,9,113,152.0,0.9,0.1858,0.1379,normal,Weekday,Night Freight (8-11 PM),0.1858,76.11
1621,17,9:00:00 PM,21:00:00,21,Tuesday,0,0,Evening,77,15,12,29,133,207.5,1.24,0.3083,0.1538,high,Weekday,Night Freight (8-11 PM),0.3083,57.89
1622,17,9:15:00 PM,21:15:00,21,Tuesday,0,0,Evening,84,15,16,8,123,163.5,0.97,0.1951,0.1882,normal,Weekday,Night Freight (8-11 PM),0.1951,68.29
1623,17,9:30:00 PM,21:30:00,21,Tuesday,0,0,Evening,103,12,15,10,140,184.0,1.1,0.1786,0.1442,normal,Weekday,Night Freight (8-11 PM),0.1786,73.57
1624,17,9:45:00 PM,21:45:00,21,Tuesday,0,0,Evening,60,9,11,27,107,178.5,1.06,0.3551,0.1803,normal,Weekday,Night Freight (8-11 PM),0.3551,56.07
1625,17,10:00:00 PM,22:00:00,22,Tuesday,0,0,Night,14,1,1,22,38,83.5,0.5,0.6053,0.0667,normal,Weekday,Night Freight (8-11 PM),0.6053,36.84
1626,17,10:15:00 PM,22:15:00,22,Tuesday,0,0,Night,14,2,0,35,51,120.0,0.71,0.6863,0.0,normal,Weekday,Night Freight (8-11 PM),0.6863,27.45
1627,17,10:30:00 PM,22:30:00,22,Tuesday,0,0,Night,13,1,1,31,46,109.5,0.65,0.6957,0.0714,normal,Weekday,Night Freight (8-11 PM),0.6957,28.26
1628,17,10:45:00 PM,22:45:00,22,Tuesday,0,0,Night,19,0,1,22,42,88.0,0.52,0.5476,0.05,normal,Weekday,Night Freight (8-11 PM),0.5476,45.24
1629,17,11:00:00 PM,23:00:00,23,Tuesday,0,0,Night,13,4,0,28,45,99.0,0.59,0.6222,0.0,normal,Weekday,Night Freight (8-11 PM),0.6222,28.89
1630,17,11:15:00 PM,23:15:00,23,Tuesday,0,0,Night,13,1,0,26,40,91.5,0.54,0.65,0.0,normal,Weekday,Night Freight (8-11 PM),0.65,32.5
1631,17,11:30:00 PM,23:30:00,23,Tuesday,0,0,Night,12,0,1,34,47,117.0,0.7,0.7447,0.0769,normal,Weekday,Night Freight (8-11 PM),0.7447,25.53
1632,17,11:45:00 PM,23:45:00,23,Tuesday,0,0,Night,20,1,1,38,60,137.5,0.82,0.65,0.0476,normal,Weekday,Night Freight (8-11 PM),0.65,33.33
1633,18,12:00:00 AM,00:00:00,0,Wednesday,0,0,Night,12,3,0,38,53,127.5,0.76,0.717,0.0,normal,Weekday,Off-Peak Hours,0.717,22.64
1634,18,12:15:00 AM,00:15:00,0,Wednesday,0,0,Night,12,1,0,40,53,132.5,0.79,0.7547,0.0,normal,Weekday,Off-Peak Hours,0.7547,22.64
1635,18,12:30:00 AM,00:30:00,0,Wednesday,0,0,Night,20,5,0,10,35,52.5,0.31,0.2857,0.0,low,Weekday,Off-Peak Hours,0.2857,57.14
1636,18,12:45:00 AM,00:45:00,0,Wednesday,0,0,Night,12,4,1,27,44,98.0,0.58,0.6364,0.0769,normal,Weekday,Off-Peak Hours,0.6364,27.27
1637,18,1:00:00 AM,01:00:00,1,Wednesday,0,0,Night,15,5,0,21,41,80.5,0.48,0.5122,0.0,normal,Weekday,Off-Peak Hours,0.5122,36.59
1638,18,1:15:00 AM,01:15:00,1,Wednesday,0,0,Night,19,2,0,30,51,110.0,0.65,0.5882,0.0,normal,Weekday,Off-Peak Hours,0.5882,37.25
1639,18,1:30:00 AM,01:30:00,1,Wednesday,0,0,Night,11,0,1,40,52,134.0,0.8,0.7885,0.0833,normal,Weekday,Off-Peak Hours,0.7885,21.15
1640,18,1:45:00 AM,01:45:00,1,Wednesday,0,0,Night,15,3,0,35,53,121.5,0.72,0.6604,0.0,normal,Weekday,Off-Peak Hours,0.6604,28.3
1641,18,2:00:00 AM,02:00:00,2,Wednesday,0,0,Night,15,0,1,37,53,129.0,0.77,0.717,0.0625,normal,Weekday,Off-Peak Hours,0.717,28.3
1642,18,2:15:00 AM,02:15:00,2,Wednesday,0,0,Night,16,2,0,37,55,128.0,0.76,0.6727,0.0,normal,Weekday,Off-Peak Hours,0.6727,29.09
1643,18,2:30:00 AM,02:30:00,2,Wednesday,0,0,Night,10,0,1,24,35,85.0,0.51,0.7143,0.0909,normal,Weekday,Off-Peak Hours,0.7143,28.57
1644,18,2:45:00 AM,02:45:00,2,Wednesday,0,0,Night,12,0,1,31,44,108.0,0.64,0.7273,0.0769,normal,Weekday,Off-Peak Hours,0.7273,27.27
1645,18,3:00:00 AM,03:00:00,3,Wednesday,0,0,Night,15,1,1,36,53,126.5,0.75,0.6981,0.0625,normal,Weekday,Off-Peak Hours,0.6981,28.3
1646,18,3:15:00 AM,03:15:00,3,Wednesday,0,0,Night,14,5,0,17,36,67.5,0.4,0.4722,0.0,normal,Weekday,Off-Peak Hours,0.4722,38.89
1647,18,3:30:00 AM,03:30:00,3,Wednesday,0,0,Night,17,3,1,38,59,135.5,0.81,0.661,0.0556,normal,Weekday,Off-Peak Hours,0.661,28.81
1648,18,3:45:00 AM,03:45:00,3,Wednesday,0,0,Night,19,0,0,18,37,73.0,0.43,0.4865,0.0,normal,Weekday,Off-Peak Hours,0.4865,51.35
1649,18,4:00:00 AM,04:00:00,4,Wednesday,0,0,Night,18,5,1,30,54,113.5,0.68,0.5741,0.0526,normal,Weekday,Off-Peak Hours,0.5741,33.33
1650,18,4:15:00 AM,04:15:00,4,Wednesday,0,0,Night,119,12,6,4,141,155.0,0.92,0.0709,0.05,normal,Weekday,Off-Peak Hours,0.0709,84.4
1651,18,4:30:00 AM,04:30:00,4,Wednesday,0,0,Night,74,28,1,13,116,130.0,0.77,0.1207,0.0133,normal,Weekday,Off-Peak Hours,0.1207,63.79
1652,18,4:45:00 AM,04:45:00,4,Wednesday,0,0,Night,101,26,10,0,137,144.0,0.86,0.073,0.098,normal,Weekday,Off-Peak Hours,0.073,73.72
1653,18,5:00:00 AM,05:00:00,5,Wednesday,0,0,Morning,99,4,7,19,129,179.0,1.07,0.2016,0.07,normal,Weekday,Off-Peak Hours,0.2016,76.74
1654,18,5:15:00 AM,05:15:00,5,Wednesday,0,0,Morning,99,18,7,5,129,144.0,0.86,0.093,0.07,normal,Weekday,Off-Peak Hours,0.093,76.74
1655,18,5:30:00 AM,05:30:00,5,Wednesday,0,0,Morning,102,24,2,8,136,144.0,0.86,0.0735,0.0194,normal,Weekday,Off-Peak Hours,0.0735,75.0
1656,18,5:45:00 AM,05:45:00,5,Wednesday,0,0,Morning,50,4,6,13,73,109.0,0.65,0.2603,0.1176,normal,Weekday,Off-Peak Hours,0.2603,68.49
1657,18,6:00:00 AM,06:00:00,6,Wednesday,0,1,Morning,128,11,46,4,189,283.5,1.69,0.2646,0.3566,heavy,Weekday,Off-Peak Hours,0.2646,67.72
1658,18,6:15:00 AM,06:15:00,6,Wednesday,0,1,Morning,129,39,43,0,211,277.5,1.65,0.2038,0.3308,heavy,Weekday,Off-Peak Hours,0.2038,61.14
1659,18,6:30:00 AM,06:30:00,6,Wednesday,0,1,Morning,129,27,38,0,194,256.5,1.53,0.1959,0.2923,heavy,Weekday,Off-Peak Hours,0.1959,66.49
1660,18,6:45:00 AM,06:45:00,6,Wednesday,0,1,Morning,113,24,22,2,161,197.0,1.17,0.1491,0.193,normal,Weekday,Off-Peak Hours,0.1491,70.19
1661,18,7:00:00 AM,07:00:00,7,Wednesday,0,1,Morning,141,15,21,5,182,226.5,1.35,0.1429,0.1479,heavy,Weekday,Morning Rush (7-10 AM),0.1429,77.47
1662,18,7:15:00 AM,07:15:00,7,Wednesday,0,1,Morning,120,22,29,1,172,221.0,1.32,0.1744,0.2397,heavy,Weekday,Morning Rush (7-10 AM),0.1744,69.77
1663,18,7:30:00 AM,07:30:00,7,Wednesday,0,1,Morning,141,24,47,4,216,306.0,1.82,0.2361,0.331,heavy,Weekday,Morning Rush (7-10 AM),0.2361,65.28
1664,18,7:45:00 AM,07:45:00,7,Wednesday,0,1,Morning,149,24,33,1,207,263.0,1.57,0.1643,0.22,heavy,Weekday,Morning Rush (7-10 AM),0.1643,71.98
1665,18,8:00:00 AM,08:00:00,8,Wednesday,0,1,Morning,140,40,36,1,217,271.0,1.61,0.1705,0.2553,heavy,Weekday,Morning Rush (7-10 AM),0.1705,64.52
1666,18,8:15:00 AM,08:15:00,8,Wednesday,0,1,Morning,140,20,36,0,196,258.0,1.54,0.1837,0.2553,heavy,Weekday,Morning Rush (7-10 AM),0.1837,71.43
1667,18,8:30:00 AM,08:30:00,8,Wednesday,0,1,Morning,107,13,31,4,155,218.5,1.3,0.2258,0.287,high,Weekday,Morning Rush (7-10 AM),0.2258,69.03
1668,18,8:45:00 AM,08:45:00,8,Wednesday,0,1,Morning,141,15,32,4,192,256.5,1.53,0.1875,0.2254,heavy,Weekday,Morning Rush (7-10 AM),0.1875,73.44
1669,18,9:00:00 AM,09:00:00,9,Wednesday,0,0,Morning,120,27,38,4,189,259.5,1.54,0.2222,0.314,heavy,Weekday,Morning Rush (7-10 AM),0.2222,63.49
1670,18,9:15:00 AM,09:15:00,9,Wednesday,0,0,Morning,70,14,21,5,110,155.0,0.92,0.2364,0.2958,normal,Weekday,Morning Rush (7-10 AM),0.2364,63.64
1671,18,9:30:00 AM,09:30:00,9,Wednesday,0,0,Morning,55,24,16,21,116,178.0,1.06,0.319,0.2857,high,Weekday,Morning Rush (7-10 AM),0.319,47.41
1672,18,9:45:00 AM,09:45:00,9,Wednesday,0,0,Morning,52,18,22,16,108,175.0,1.04,0.3519,0.4151,normal,Weekday,Morning Rush (7-10 AM),0.3519,48.15
1673,18,10:00:00 AM,10:00:00,10,Wednesday,0,0,Morning,65,4,19,21,109,187.0,1.11,0.367,0.2879,normal,Weekday,Morning Rush (7-10 AM),0.367,59.63
1674,18,10:15:00 AM,10:15:00,10,Wednesday,0,0,Morning,54,10,30,28,122,233.0,1.39,0.4754,0.5455,high,Weekday,Morning Rush (7-10 AM),0.4754,44.26
1675,18,10:30:00 AM,10:30:00,10,Wednesday,0,0,Morning,37,3,32,18,90,188.5,1.12,0.5556,0.8421,normal,Weekday,Morning Rush (7-10 AM),0.5556,41.11
1676,18,10:45:00 AM,10:45:00,10,Wednesday,0,0,Morning,23,3,37,18,81,189.5,1.13,0.679,1.5417,normal,Weekday,Morning Rush (7-10 AM),0.679,28.4
1677,18,11:00:00 AM,11:00:00,11,Wednesday,0,0,Morning,43,7,7,29,86,154.5,0.92,0.4186,0.1591,normal,Weekday,Off-Peak Hours,0.4186,50.0
1678,18,11:15:00 AM,11:15:00,11,Wednesday,0,0,Morning,22,6,13,24,65,136.0,0.81,0.5692,0.5652,normal,Weekday,Off-Peak Hours,0.5692,33.85
1679,18,11:30:00 AM,11:30:00,11,Wednesday,0,0,Morning,21,10,6,30,67,134.0,0.8,0.5373,0.2727,normal,Weekday,Off-Peak Hours,0.5373,31.34
1680,18,11:45:00 AM,11:45:00,11,Wednesday,0,0,Morning,48,8,11,22,89,151.0,0.9,0.3708,0.2245,normal,Weekday,Off-Peak Hours,0.3708,53.93
1681,18,12:00:00 PM,12:00:00,12,Wednesday,0,0,Afternoon,35,5,12,20,72,133.5,0.79,0.4444,0.3333,normal,Weekday,Off-Peak Hours,0.4444,48.61
1682,18,12:15:00 PM,12:15:00,12,Wednesday,0,0,Afternoon,69,5,13,22,109,176.5,1.05,0.3211,0.1857,normal,Weekday,Off-Peak Hours,0.3211,63.3
1683,18,12:30:00 PM,12:30:00,12,Wednesday,0,0,Afternoon,22,9,10,21,62,119.5,0.71,0.5,0.4348,normal,Weekday,Off-Peak Hours,0.5,35.48
1684,18,12:45:00 PM,12:45:00,12,Wednesday,0,0,Afternoon,46,5,9,23,83,144.5,0.86,0.3855,0.1915,normal,Weekday,Off-Peak Hours,0.3855,55.42
1685,18,1:00:00 PM,13:00:00,13,Wednesday,0,0,Afternoon,49,5,11,21,86,147.5,0.88,0.3721,0.22,normal,Weekday,Off-Peak Hours,0.3721,56.98
1686,18,1:15:00 PM,13:15:00,13,Wednesday,0,0,Afternoon,29,18,29,20,96,185.0,1.1,0.5104,0.9667,normal,Weekday,Off-Peak Hours,0.5104,30.21
1687,18,1:30:00 PM,13:30:00,13,Wednesday,0,0,Afternoon,96,23,31,14,164,242.5,1.44,0.2744,0.3196,high,Weekday,Off-Peak Hours,0.2744,58.54
1688,18,1:45:00 PM,13:45:00,13,Wednesday,0,0,Afternoon,100,27,23,16,166,230.5,1.37,0.2349,0.2277,normal,Weekday,Off-Peak Hours,0.2349,60.24
1689,18,2:00:00 PM,14:00:00,14,Wednesday,0,0,Afternoon,96,22,36,5,159,230.0,1.37,0.2579,0.3711,high,Weekday,Off-Peak Hours,0.2579,60.38
1690,18,2:15:00 PM,14:15:00,14,Wednesday,0,0,Afternoon,27,26,25,15,93,160.0,0.95,0.4301,0.8929,normal,Weekday,Off-Peak Hours,0.4301,29.03
1691,18,2:30:00 PM,14:30:00,14,Wednesday,0,0,Afternoon,114,21,32,5,172,235.5,1.4,0.2151,0.2783,heavy,Weekday,Off-Peak Hours,0.2151,66.28
1692,18,2:45:00 PM,14:45:00,14,Wednesday,0,0,Afternoon,74,27,34,10,145,219.5,1.31,0.3034,0.4533,high,Weekday,Off-Peak Hours,0.3034,51.03
1693,18,3:00:00 PM,15:00:00,15,Wednesday,0,0,Afternoon,14,16,9,14,53,91.0,0.54,0.434,0.6,normal,Weekday,Off-Peak Hours,0.434,26.42
1694,18,3:15:00 PM,15:15:00,15,Wednesday,0,0,Afternoon,84,30,26,10,150,207.0,1.23,0.24,0.3059,high,Weekday,Off-Peak Hours,0.24,56.0
1695,18,3:30:00 PM,15:30:00,15,Wednesday,0,0,Afternoon,96,19,14,18,147,201.5,1.2,0.2177,0.1443,normal,Weekday,Off-Peak Hours,0.2177,65.31
1696,18,3:45:00 PM,15:45:00,15,Wednesday,0,0,Afternoon,40,15,28,5,88,146.5,0.87,0.375,0.6829,normal,Weekday,Off-Peak Hours,0.375,45.45
1697,18,4:00:00 PM,16:00:00,16,Wednesday,0,1,Afternoon,110,15,46,5,176,270.5,1.61,0.2898,0.4144,heavy,Weekday,Evening Rush (4-7 PM),0.2898,62.5
1698,18,4:15:00 PM,16:15:00,16,Wednesday,0,1,Afternoon,138,39,31,7,215,271.5,1.62,0.1767,0.223,heavy,Weekday,Evening Rush (4-7 PM),0.1767,64.19
1699,18,4:30:00 PM,16:30:00,16,Wednesday,0,1,Afternoon,118,32,32,10,192,260.0,1.55,0.2188,0.2689,heavy,Weekday,Evening Rush (4-7 PM),0.2187,61.46
1700,18,4:45:00 PM,16:45:00,16,Wednesday,0,1,Afternoon,142,34,38,9,223,300.0,1.79,0.2108,0.2657,normal,Weekday,Evening Rush (4-7 PM),0.2108,63.68
1701,18,5:00:00 PM,17:00:00,17,Wednesday,0,1,Evening,113,13,36,5,167,242.5,1.44,0.2455,0.3158,normal,Weekday,Evening Rush (4-7 PM),0.2455,67.66
1702,18,5:15:00 PM,17:15:00,17,Wednesday,0,1,Evening,104,29,32,7,172,235.5,1.4,0.2267,0.3048,heavy,Weekday,Evening Rush (4-7 PM),0.2267,60.47
1703,18,5:30:00 PM,17:30:00,17,Wednesday,0,1,Evening,134,39,21,9,203,243.5,1.45,0.1478,0.1556,heavy,Weekday,Evening Rush (4-7 PM),0.1478,66.01
1704,18,5:45:00 PM,17:45:00,17,Wednesday,0,1,Evening,107,15,48,5,175,273.5,1.63,0.3029,0.4444,heavy,Weekday,Evening Rush (4-7 PM),0.3029,61.14
1705,18,6:00:00 PM,18:00:00,18,Wednesday,0,1,Evening,139,25,43,7,214,301.5,1.79,0.2336,0.3071,heavy,Weekday,Evening Rush (4-7 PM),0.2336,64.95
1706,18,6:15:00 PM,18:15:00,18,Wednesday,0,1,Evening,128,20,20,6,174,216.0,1.29,0.1494,0.155,heavy,Weekday,Evening Rush (4-7 PM),0.1494,73.56
1707,18,6:30:00 PM,18:30:00,18,Wednesday,0,1,Evening,101,13,47,10,171,278.5,1.66,0.3333,0.4608,heavy,Weekday,Evening Rush (4-7 PM),0.3333,59.06
1708,18,6:45:00 PM,18:45:00,18,Wednesday,0,1,Evening,105,17,13,23,158,221.5,1.32,0.2278,0.1226,high,Weekday,Evening Rush (4-7 PM),0.2278,66.46
1709,18,7:00:00 PM,19:00:00,19,Wednesday,0,0,Evening,103,14,13,9,139,176.0,1.05,0.1583,0.125,normal,Weekday,Evening Rush (4-7 PM),0.1583,74.1
1710,18,7:15:00 PM,19:15:00,19,Wednesday,0,0,Evening,51,23,15,13,102,146.5,0.87,0.2745,0.2885,normal,Weekday,Evening Rush (4-7 PM),0.2745,50.0
1711,18,7:30:00 PM,19:30:00,19,Wednesday,0,0,Evening,84,10,16,20,130,197.0,1.17,0.2769,0.1882,normal,Weekday,Evening Rush (4-7 PM),0.2769,64.62
1712,18,7:45:00 PM,19:45:00,19,Wednesday,0,0,Evening,97,25,19,24,165,238.5,1.42,0.2606,0.1939,high,Weekday,Evening Rush (4-7 PM),0.2606,58.79
